text,label,preprocessed_text
NetCom expects to complete Turbo 3G deployment in these areas this year .,neutral,netcom expect complet turbo 3g deploy area year
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,new delhi juli 17 -- sahlberg teppo kallio timo mustonen tuoma real oyj espoo finland develop novel mark method produc
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,nokia siemen network provid mobil fix network infrastructur commun network servic platform well profession servic oper servic provid
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",positive,nokia continu invest futur develop qt benefit user commerci lgpl
Nokian Tyres ' tyres are considered genuine winter tyres in Russia .,neutral,nokian tyre tyre consid genuin winter tyre russia
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .",neutral,"share 29,659,239 held compani group compani number outstand share vote right attach share thu amount 322,705,218"
"On the other hand , Finnish sawmills ' production has decreased even more .",negative,hand finnish sawmil product decreas even
"One of the installed elevators will be a double-deck elevator , which enables more efficient use of the building 's core space .",positive,one instal elev double-deck elev enabl effici use build 's core space
"One of the opportunities would be to bring all Baltic meat processing to Rakvere , like processing was concentrated at the Vantaa meat-packing unit in Finland , the paper wrote .",neutral,one opportun would bring baltic meat process rakver like process concentr vantaa meat-pack unit finland paper wrote
"Outotec 's scope of delivery covers the engineering , supply of special equipment and services for a calcination plant with two circulating fluid bed calciners .",neutral,outotec 's scope deliveri cover engin suppli special equip servic calcin plant two circul fluid bed calcin
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",neutral,outotec 's scope deliveri includ design basic engin suppli proprietari equip sinter plant grate area 496 squar meter
"Participants at any of the book discussions or other special events , or visitors to the car dealership were eligible to enter the drawing for the 2005 silver , four-door Altima .",neutral,particip book discus special event visitor car dealership elig enter draw 2005 silver four-door altima
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,peig www.peigs.s becom part sardu latta maltid light meal unit
Pharmaceuticals - Belgium This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Belgium .,neutral,pharmaceut belgium brand-new market analysi give clear overview actual situat futur outlook pharmaceut market belgium
Pharmaceuticals - Czech Republic This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Czech Republic .,neutral,pharmaceut czech republ brand-new market analysi give clear overview actual situat futur outlook pharmaceut market czech republ
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral,pharmaceut itali brand-new market analysi give clear overview actual situat futur outlook pharmaceut market itali
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral,pharmaceut netherland brand-new market analysi give clear overview actual situat futur outlook pharmaceut market netherland
Pharmaceuticals - Poland This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Poland .,neutral,pharmaceut poland brand-new market analysi give clear overview actual situat futur outlook pharmaceut market poland
Pharmaceuticals - Spain This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Spain .,neutral,pharmaceut spain brand-new market analysi give clear overview actual situat futur outlook pharmaceut market spain
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,product coverag bake good biscuit breakfast cereal data coverag market size histor forecast compani share brand share distribut data
